161,0,3,"Mr",male,44,0,1,371362,16.1,,S
162,1,2,"Mrs",female,40,0,0,C.A. 33595,15.75,,S
163,0,3,"Mr",male,26,0,0,347068,7.775,,S
164,0,3,"Mr",male,17,0,0,315093,8.6625,,S
165,0,3,"Master",male,1,4,1,3101295,39.6875,,S
166,1,3,"Master",male,9,0,2,363291,20.525,,S
167,1,1,"Mrs",female,,0,1,113505,55,E33,S
168,0,3,"Mrs",female,45,1,4,347088,27.9,,S
169,0,1,"Mr",male,,0,0,PC 17318,25.925,,S
170,0,3,"Mr",male,28,0,0,1601,56.4958,,S
171,0,1,"Mr",male,61,0,0,111240,33.5,B19,S
172,0,3,"Master",male,4,4,1,382652,29.125,,Q
173,1,3,"Miss",female,1,1,1,347742,11.1333,,S
174,0,3,"Mr",male,21,0,0,STON/O 2. 3101280,7.925,,S
175,0,1,"Mr",male,56,0,0,17764,30.6958,A7,C
176,0,3,"Mr",male,18,1,1,350404,7.8542,,S
177,0,3,"Master",male,,3,1,4133,25.4667,,S
178,0,1,"Miss",female,50,0,0,PC 17595,28.7125,C49,C
179,0,2,"Mr",male,30,0,0,250653,13,,S
180,0,3,"Mr",male,36,0,0,LINE,0,,S
181,0,3,"Miss",female,,8,2,CA. 2343,69.55,,S
182,0,2,"Mr",male,,0,0,SC/PARIS 2131,15.05,,C
183,0,3,"Master",male,9,4,2,347077,31.3875,,S
184,1,2,"Master",male,1,2,1,230136,39,F4,S
185,1,3,"Miss",female,4,0,2,315153,22.025,,S
186,0,1,"Mr",male,,0,0,113767,50,A32,S
187,1,3,"Mrs",female,,1,0,370365,15.5,,Q
188,1,1,"Mr",male,45,0,0,111428,26.55,,S
189,0,3,"Mr",male,40,1,1,364849,15.5,,Q
190,0,3,"Mr",male,36,0,0,349247,7.8958,,S
191,1,2,"Mrs",female,32,0,0,234604,13,,S
192,0,2,"Mr",male,19,0,0,28424,13,,S
193,1,3,"Miss",female,19,1,0,350046,7.8542,,S
194,1,2,"Master",male,3,1,1,230080,26,F2,S
195,1,1,"Mrs",female,44,0,0,PC 17610,27.7208,B4,C
196,1,1,"Miss",female,58,0,0,PC 17569,146.5208,B80,C
197,0,3,"Mr",male,,0,0,368703,7.75,,Q
198,0,3,"Mr",male,42,0,1,4579,8.4042,,S
199,1,3,"Miss",female,,0,0,370370,7.75,,Q
200,0,2,"Miss",female,24,0,0,248747,13,,S
201,0,3,"Mr",male,28,0,0,345770,9.5,,S
202,0,3,"Mr",male,,8,2,CA. 2343,69.55,,S
203,0,3,"Mr",male,34,0,0,3101264,6.4958,,S
204,0,3,"Mr",male,45.5,0,0,2628,7.225,,C
205,1,3,"Mr",male,18,0,0,A/5 3540,8.05,,S
206,0,3,"Miss",female,2,0,1,347054,10.4625,G6,S
207,0,3,"Mr",male,32,1,0,3101278,15.85,,S
208,1,3,"Mr",male,26,0,0,2699,18.7875,,C
209,1,3,"Miss",female,16,0,0,367231,7.75,,Q
210,1,1,"Mr",male,40,0,0,112277,31,A31,C
211,0,3,"Mr",male,24,0,0,SOTON/O.Q. 3101311,7.05,,S
212,1,2,"Miss",female,35,0,0,F.C.C. 13528,21,,S
213,0,3,"Mr",male,22,0,0,A/5 21174,7.25,,S
214,0,2,"Mr",male,30,0,0,250646,13,,S
215,0,3,"Mr",male,,1,0,367229,7.75,,Q
216,1,1,"Miss",female,31,1,0,35273,113.275,D36,C
217,1,3,"Miss",female,27,0,0,STON/O2. 3101283,7.925,,S
218,0,2,"Mr",male,42,1,0,243847,27,,S
219,1,1,"Miss",female,32,0,0,11813,76.2917,D15,C
220,0,2,"Mr",male,30,0,0,W/C 14208,10.5,,S
221,1,3,"Mr",male,16,0,0,SOTON/OQ 392089,8.05,,S
222,0,2,"Mr",male,27,0,0,220367,13,,S
223,0,3,"Mr",male,51,0,0,21440,8.05,,S
224,0,3,"Mr",male,,0,0,349234,7.8958,,S
225,1,1,"Mr",male,38,1,0,19943,90,C93,S
226,0,3,"Mr",male,22,0,0,PP 4348,9.35,,S
227,1,2,"Mr",male,19,0,0,SW/PP 751,10.5,,S
228,0,3,"Mr",male,20.5,0,0,A/5 21173,7.25,,S
229,0,2,"Mr",male,18,0,0,236171,13,,S
230,0,3,"Miss",female,,3,1,4133,25.4667,,S
231,1,1,"Mrs",female,35,1,0,36973,83.475,C83,S
232,0,3,"Mr",male,29,0,0,347067,7.775,,S
233,0,2,"Mr",male,59,0,0,237442,13.5,,S
234,1,3,"Miss",female,5,4,2,347077,31.3875,,S
235,0,2,"Mr",male,24,0,0,C.A. 29566,10.5,,S
236,0,3,"Miss",female,,0,0,W./C. 6609,7.55,,S
237,0,2,"Mr",male,44,1,0,26707,26,,S
238,1,2,"Miss",female,8,0,2,C.A. 31921,26.25,,S
239,0,2,"Mr",male,19,0,0,28665,10.5,,S
240,0,2,"Mr",male,33,0,0,SCO/W 1585,12.275,,S
241,0,3,"Miss",female,,1,0,2665,14.4542,,C
242,1,3,"Miss",female,,1,0,367230,15.5,,Q
243,0,2,"Mr",male,29,0,0,W./C. 14263,10.5,,S
244,0,3,"Mr",male,22,0,0,STON/O 2. 3101275,7.125,,S
245,0,3,"Mr",male,30,0,0,2694,7.225,,C
246,0,1,"Dr",male,44,2,0,19928,90,C78,Q
247,0,3,"Miss",female,25,0,0,347071,7.775,,S
248,1,2,"Mrs",female,24,0,2,250649,14.5,,S
249,1,1,"Mr",male,37,1,1,11751,52.5542,D35,S
250,0,2,"Rev",male,54,1,0,244252,26,,S
251,0,3,"Mr",male,,0,0,362316,7.25,,S
252,0,3,"Mrs",female,29,1,1,347054,10.4625,G6,S
253,0,1,"Mr",male,62,0,0,113514,26.55,C87,S
254,0,3,"Mr",male,30,1,0,A/5. 3336,16.1,,S
255,0,3,"Mrs",female,41,0,2,370129,20.2125,,S
256,1,3,"Mrs",female,29,0,2,2650,15.2458,,C
257,1,1,"Mrs",female,,0,0,PC 17585,79.2,,C
258,1,1,"Miss",female,30,0,0,110152,86.5,B77,S
259,1,1,"Miss",female,35,0,0,PC 17755,512.3292,,C
260,1,2,"Mrs",female,50,0,1,230433,26,,S
261,0,3,"Mr",male,,0,0,384461,7.75,,Q
262,1,3,"Master",male,3,4,2,347077,31.3875,,S
263,0,1,"Mr",male,52,1,1,110413,79.65,E67,S
264,0,1,"Mr",male,40,0,0,112059,0,B94,S
265,0,3,"Miss",female,,0,0,382649,7.75,,Q
266,0,2,"Mr",male,36,0,0,C.A. 17248,10.5,,S
267,0,3,"Mr",male,16,4,1,3101295,39.6875,,S
268,1,3,"Mr",male,25,1,0,347083,7.775,,S
269,1,1,"Mrs",female,58,0,1,PC 17582,153.4625,C125,S
270,1,1,"Miss",female,35,0,0,PC 17760,135.6333,C99,S
271,0,1,"Mr",male,,0,0,113798,31,,S
272,1,3,"Mr",male,25,0,0,LINE,0,,S
273,1,2,"Mrs",female,41,0,1,250644,19.5,,S
274,0,1,"Mr",male,37,0,1,PC 17596,29.7,C118,C
275,1,3,"Miss",female,,0,0,370375,7.75,,Q
276,1,1,"Miss",female,63,1,0,13502,77.9583,D7,S
277,0,3,"Miss",female,45,0,0,347073,7.75,,S
278,0,2,"Mr",male,,0,0,239853,0,,S
279,0,3,"Master",male,7,4,1,382652,29.125,,Q
280,1,3,"Mrs",female,35,1,1,C.A. 2673,20.25,,S
281,0,3,"Mr",male,65,0,0,336439,7.75,,Q
282,0,3,"Mr",male,28,0,0,347464,7.8542,,S
283,0,3,"Mr",male,16,0,0,345778,9.5,,S
284,1,3,"Mr",male,19,0,0,A/5. 10482,8.05,,S
285,0,1,"Mr",male,,0,0,113056,26,A19,S
286,0,3,"Mr",male,33,0,0,349239,8.6625,,C
287,1,3,"Mr",male,30,0,0,345774,9.5,,S
288,0,3,"Mr",male,22,0,0,349206,7.8958,,S
289,1,2,"Mr",male,42,0,0,237798,13,,S
290,1,3,"Miss",female,22,0,0,370373,7.75,,Q
291,1,1,"Miss",female,26,0,0,19877,78.85,,S
292,1,1,"Mrs",female,19,1,0,11967,91.0792,B49,C
293,0,2,"Mr",male,36,0,0,SC/Paris 2163,12.875,D,C
294,0,3,"Miss",female,24,0,0,349236,8.85,,S
295,0,3,"Mr",male,24,0,0,349233,7.8958,,S
296,0,1,"Mr",male,,0,0,PC 17612,27.7208,,C
297,0,3,"Mr",male,23.5,0,0,2693,7.2292,,C
298,0,1,"Miss",female,2,1,2,113781,151.55,C22 C26,S
299,1,1,"Mr",male,,0,0,19988,30.5,C106,S
300,1,1,"Mrs",female,50,0,1,PC 17558,247.5208,B58 B60,C
301,1,3,"Miss",female,,0,0,9234,7.75,,Q
302,1,3,"Mr",male,,2,0,367226,23.25,,Q
303,0,3,"Mr",male,19,0,0,LINE,0,,S
304,1,2,"Miss",female,,0,0,226593,12.35,E101,Q
305,0,3,"Mr",male,,0,0,A/5 2466,8.05,,S
306,1,1,"Master",male,0.92,1,2,113781,151.55,C22 C26,S
307,1,1,"Miss",female,,0,0,17421,110.8833,,C
308,1,1,"Mrs",female,17,1,0,PC 17758,108.9,C65,C
309,0,2,"Mr",male,30,1,0,P/PP 3381,24,,C
310,1,1,"Miss",female,30,0,0,PC 17485,56.9292,E36,C
311,1,1,"Miss",female,24,0,0,11767,83.1583,C54,C
312,1,1,"Miss",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C
313,0,2,"Mrs",female,26,1,1,250651,26,,S
314,0,3,"Mr",male,28,0,0,349243,7.8958,,S
315,0,2,"Mr",male,43,1,1,F.C.C. 13529,26.25,,S
316,1,3,"Miss",female,26,0,0,347470,7.8542,,S
317,1,2,"Mrs",female,24,1,0,244367,26,,S
318,0,2,"Dr",male,54,0,0,29011,14,,S
319,1,1,"Miss",female,31,0,2,36928,164.8667,C7,S
320,1,1,"Mrs",female,40,1,1,16966,134.5,E34,C
321,0,3,"Mr",male,22,0,0,A/5 21172,7.25,,S
322,0,3,"Mr",male,27,0,0,349219,7.8958,,S
323,1,2,"Miss",female,30,0,0,234818,12.35,,Q
324,1,2,"Mrs",female,22,1,1,248738,29,,S
325,0,3,"Mr",male,,8,2,CA. 2343,69.55,,S
326,1,1,"Miss",female,36,0,0,PC 17760,135.6333,C32,C
327,0,3,"Mr",male,61,0,0,345364,6.2375,,S
328,1,2,"Mrs",female,36,0,0,28551,13,D,S
329,1,3,"Mrs",female,31,1,1,363291,20.525,,S
330,1,1,"Miss",female,16,0,1,111361,57.9792,B18,C
331,1,3,"Miss",female,,2,0,367226,23.25,,Q
332,0,1,"Mr",male,45.5,0,0,113043,28.5,C124,S
333,0,1,"Mr",male,38,0,1,PC 17582,153.4625,C91,S
334,0,3,"Mr",male,16,2,0,345764,18,,S
335,1,1,"Mrs",female,,1,0,PC 17611,133.65,,S
336,0,3,"Mr",male,,0,0,349225,7.8958,,S
337,0,1,"Mr",male,29,1,0,113776,66.6,C2,S
338,1,1,"Miss",female,41,0,0,16966,134.5,E40,C
339,1,3,"Mr",male,45,0,0,7598,8.05,,S
340,0,1,"Mr",male,45,0,0,113784,35.5,T,S
341,1,2,"Master",male,2,1,1,230080,26,F2,S
342,1,1,"Miss",female,24,3,2,19950,263,C23 C25 C27,S
343,0,2,"Mr",male,28,0,0,248740,13,,S
344,0,2,"Mr",male,25,0,0,244361,13,,S
345,0,2,"Mr",male,36,0,0,229236,13,,S
346,1,2,"Miss",female,24,0,0,248733,13,F33,S
347,1,2,"Miss",female,40,0,0,31418,13,,S
348,1,3,"Mrs",female,,1,0,386525,16.1,,S
349,1,3,"Master",male,3,1,1,C.A. 37671,15.9,,S
350,0,3,"Mr",male,42,0,0,315088,8.6625,,S
351,0,3,"Mr",male,23,0,0,7267,9.225,,S
352,0,1,"Mr",male,,0,0,113510,35,C128,S
353,0,3,"Mr",male,15,1,1,2695,7.2292,,C
354,0,3,"Mr",male,25,1,0,349237,17.8,,S
355,0,3,"Mr",male,,0,0,2647,7.225,,C
356,0,3,"Mr",male,28,0,0,345783,9.5,,S
357,1,1,"Miss",female,22,0,1,113505,55,E33,S
358,0,2,"Miss",female,38,0,0,237671,13,,S
359,1,3,"Miss",female,,0,0,330931,7.8792,,Q
360,1,3,"Miss",female,,0,0,330980,7.8792,,Q
361,0,3,"Mr",male,40,1,4,347088,27.9,,S
362,0,2,"Mr",male,29,1,0,SC/PARIS 2167,27.7208,,C
363,0,3,"Mrs",female,45,0,1,2691,14.4542,,C
364,0,3,"Mr",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S
365,0,3,"Mr",male,,1,0,370365,15.5,,Q
366,0,3,"Mr",male,30,0,0,C 7076,7.25,,S
367,1,1,"Mrs",female,60,1,0,110813,75.25,D37,C
368,1,3,"Mrs",female,,0,0,2626,7.2292,,C
369,1,3,"Miss",female,,0,0,14313,7.75,,Q
370,1,1,"Mme",female,24,0,0,PC 17477,69.3,B35,C
371,1,1,"Mr",male,25,1,0,11765,55.4417,E50,C
372,0,3,"Mr",male,18,1,0,3101267,6.4958,,S
373,0,3,"Mr",male,19,0,0,323951,8.05,,S
374,0,1,"Mr",male,22,0,0,PC 17760,135.6333,,C
375,0,3,"Miss",female,3,3,1,349909,21.075,,S
376,1,1,"Mrs",female,,1,0,PC 17604,82.1708,,C
377,1,3,"Miss",female,22,0,0,C 7077,7.25,,S
378,0,1,"Mr",male,27,0,2,113503,211.5,C82,C
379,0,3,"Mr",male,20,0,0,2648,4.0125,,C
380,0,3,"Mr",male,19,0,0,347069,7.775,,S
381,1,1,"Miss",female,42,0,0,PC 17757,227.525,,C
382,1,3,"Miss",female,1,0,2,2653,15.7417,,C
383,0,3,"Mr",male,32,0,0,STON/O 2. 3101293,7.925,,S
384,1,1,"Mrs",female,35,1,0,113789,52,,S
385,0,3,"Mr",male,,0,0,349227,7.8958,,S
386,0,2,"Mr",male,18,0,0,S.O.C. 14879,73.5,,S
387,0,3,"Master",male,1,5,2,CA 2144,46.9,,S
388,1,2,"Miss",female,36,0,0,27849,13,,S
389,0,3,"Mr",male,,0,0,367655,7.7292,,Q
390,1,2,"Miss",female,17,0,0,SC 1748,12,,C
391,1,1,"Mr",male,36,1,2,113760,120,B96 B98,S
392,1,3,"Mr",male,21,0,0,350034,7.7958,,S
393,0,3,"Mr",male,28,2,0,3101277,7.925,,S
394,1,1,"Miss",female,23,1,0,35273,113.275,D36,C
395,1,3,"Mrs",female,24,0,2,PP 9549,16.7,G6,S
396,0,3,"Mr",male,22,0,0,350052,7.7958,,S
397,0,3,"Miss",female,31,0,0,350407,7.8542,,S
398,0,2,"Mr",male,46,0,0,28403,26,,S
399,0,2,"Dr",male,23,0,0,244278,10.5,,S
400,1,2,"Mrs",female,28,0,0,240929,12.65,,S
401,1,3,"Mr",male,39,0,0,STON/O 2. 3101289,7.925,,S
402,0,3,"Mr",male,26,0,0,341826,8.05,,S
403,0,3,"Miss",female,21,1,0,4137,9.825,,S
404,0,3,"Mr",male,28,1,0,STON/O2. 3101279,15.85,,S
405,0,3,"Miss",female,20,0,0,315096,8.6625,,S
406,0,2,"Mr",male,34,1,0,28664,21,,S
407,0,3,"Mr",male,51,0,0,347064,7.75,,S
408,1,2,"Master",male,3,1,1,29106,18.75,,S
409,0,3,"Mr",male,21,0,0,312992,7.775,,S
410,0,3,"Miss",female,,3,1,4133,25.4667,,S
411,0,3,"Mr",male,,0,0,349222,7.8958,,S
412,0,3,"Mr",male,,0,0,394140,6.8583,,Q
413,1,1,"Miss",female,33,1,0,19928,90,C78,Q
414,0,2,"Mr",male,,0,0,239853,0,,S
415,1,3,"Mr",male,44,0,0,STON/O 2. 3101269,7.925,,S
416,0,3,"Mrs",female,,0,0,343095,8.05,,S
417,1,2,"Mrs",female,34,1,1,28220,32.5,,S
418,1,2,"Miss",female,18,0,2,250652,13,,S
419,0,2,"Mr",male,30,0,0,28228,13,,S
420,0,3,"Miss",female,10,0,2,345773,24.15,,S
421,0,3,"Mr",male,,0,0,349254,7.8958,,C
422,0,3,"Mr",male,21,0,0,A/5. 13032,7.7333,,Q
423,0,3,"Mr",male,29,0,0,315082,7.875,,S
424,0,3,"Mrs",female,28,1,1,347080,14.4,,S
425,0,3,"Mr",male,18,1,1,370129,20.2125,,S
426,0,3,"Mr",male,,0,0,A/4. 34244,7.25,,S
427,1,2,"Mrs",female,28,1,0,2003,26,,S
428,1,2,"Miss",female,19,0,0,250655,26,,S
429,0,3,"Mr",male,,0,0,364851,7.75,,Q
430,1,3,"Mr",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S
431,1,1,"Mr",male,28,0,0,110564,26.55,C52,S
432,1,3,"Mrs",female,,1,0,376564,16.1,,S
433,1,2,"Mrs",female,42,1,0,SC/AH 3085,26,,S
434,0,3,"Mr",male,17,0,0,STON/O 2. 3101274,7.125,,S
435,0,1,"Mr",male,50,1,0,13507,55.9,E44,S
436,1,1,"Miss",female,14,1,2,113760,120,B96 B98,S
437,0,3,"Miss",female,21,2,2,W./C. 6608,34.375,,S
438,1,2,"Mrs",female,24,2,3,29106,18.75,,S
439,0,1,"Mr",male,64,1,4,19950,263,C23 C25 C27,S
440,0,2,"Mr",male,31,0,0,C.A. 18723,10.5,,S
441,1,2,"Mrs",female,45,1,1,F.C.C. 13529,26.25,,S
442,0,3,"Mr",male,20,0,0,345769,9.5,,S
443,0,3,"Mr",male,25,1,0,347076,7.775,,S
444,1,2,"Ms",female,28,0,0,230434,13,,S
445,1,3,"Mr",male,,0,0,65306,8.1125,,S
446,1,1,"Master",male,4,0,2,33638,81.8583,A34,S
447,1,2,"Miss",female,13,0,1,250644,19.5,,S
448,1,1,"Mr",male,34,0,0,113794,26.55,,S
449,1,3,"Miss",female,5,2,1,2666,19.2583,,C
450,1,1,"Major",male,52,0,0,113786,30.5,C104,S
451,0,2,"Mr",male,36,1,2,C.A. 34651,27.75,,S
452,0,3,"Mr",male,,1,0,65303,19.9667,,S
